Temperature dependence at Gamma
Band: 0
     0.0   -0.02850326
   300.0   -0.03232128
Band: 1
     0.0   -0.59726358
   300.0   -0.69582632
Band: 2
     0.0   -0.59726358
   300.0   -0.69582632
Band: 3
     0.0   -0.59726358
   300.0   -0.69582632
Band: 4
     0.0    0.00006942
   300.0    0.00008148
Band: 5
     0.0    0.00039088
   300.0    0.00048684
Band: 6
     0.0    0.00038349
   300.0    0.00046788
Band: 7
     0.0    0.00024216
   300.0    0.00028581
