Temperature dependence at Gamma (eV)
Band: 0
     0.0   -1.03836810
   300.0   -1.12165066
Band: 1
     0.0    0.10910509
   300.0    0.14832613
Band: 2
     0.0    0.10910509
   300.0    0.14832613
Band: 3
     0.0    0.10910509
   300.0    0.14832613
Band: 4
     0.0   -0.02156376
   300.0   -0.02626601
Band: 5
     0.0    0.07833683
   300.0    0.10098247
Band: 6
     0.0    0.06231849
   300.0    0.07736386
Band: 7
     0.0   -0.01326729
   300.0   -0.01925189
