Temperature dependence at Gamma (eV)
Band: 0
     0.0   -1.04058616
   300.0   -1.12410673
Band: 1
     0.0    0.08494596
   300.0    0.11946078
Band: 2
     0.0    0.08494596
   300.0    0.11946078
Band: 3
     0.0    0.08494596
   300.0    0.11946078
Band: 4
     0.0   -0.02296443
   300.0   -0.02792999
Band: 5
     0.0    0.07883075
   300.0    0.10931687
Band: 6
     0.0    0.07389203
   300.0    0.09971708
Band: 7
     0.0    0.02357137
   300.0    0.03376062
